5000 5000
1000000000 1 3148
1000000000 1 3149
1000000000 1 3150
1000000000 1 3151
1000000000 1 3152
1000000000 1 3153
1000000000 1 3154
1000000000 1 3155
1000000000 1 3156
1000000000 1 3157
1000000000 1 3158
1000000000 1 3159
1000000000 1 3160
1000000000 1 3161
1000000000 1 3162
1000000000 1 3163
1000000000 1 3164
1000000000 1 3165
1000000000 1 3166
1000000000 1 3167
1000000000 1 3168
1000000000 1 3169
1000000000 1 3170
1000000000 1 3171
1000000000 1 3172
1000000000 1 3173
1000000000 1 3174
1000000000 1 3175
1000000000 1 3176
1000000000 1 3177
1000000000 1 3178
1000000000 1 3179
1000000000 1 3180
1000000000 1 3181
1000000000 1 3182
1000000000 1 3183
1000000000 1 3184
1000000000 1 3185
1000000000 1 3186
1000000000 1 3187
1000000000 1 3188
1000000000 1 3189
1000000000 1 3190
1000000000 1 3191
1000000000 1 3192
1000000000 1 3193
1000000000 1 3194
1000000000 1 3195
1000000000 1 3196
1000000000 1 3197
1000000000 1 3198
1000000000 1 3199
1000000000 1 3200
1000000000 1 3201
1000000000 1 3202
1000000000 1 3203
1000000000 1 3204
1000000000 1 3205
1000000000 1 3206
1000000000 1 3207
1000000000 1 3208
1000000000 1 3209
1000000000 1 3210
1000000000 1 3211
1000000000 1 3212
1000000000 1 3213
1000000000 1 3214
1000000000 1 3215
1000000000 1 3216
1000000000 1 3217
1000000000 1 3218
1000000000 1 3219
1000000000 1 3220
1000000000 1 3221
1000000000 1 3222
1000000000 1 3223
1000000000 1 3224
1000000000 1 3225
1000000000 1 3226
1000000000 1 3227
1000000000 1 3228
1000000000 1 3229
1000000000 1 3230
1000000000 1 3231
1000000000 1 3232
1000000000 1 3233
1000000000 1 3234
1000000000 1 3235
1000000000 1 3236
1000000000 1 3237
1000000000 1 3238
1000000000 1 3239
1000000000 1 3240
1000000000 1 3241
1000000000 1 3242
1000000000 1 3243
1000000000 1 3244
1000000000 1 3245
1000000000 1 3246
1000000000 1 3247
1000000000 1 3248
1000000000 1 3249
1000000000 1 3250
1000000000 1 3251
1000000000 1 3252
1000000000 1 3253
1000000000 1 3254
1000000000 1 3255
1000000000 1 3256
1000000000 1 3257
1000000000 1 3258
1000000000 1 3259
1000000000 1 3260
1000000000 1 3261
1000000000 1 3262
1000000000 1 3263
1000000000 1 3264
1000000000 1 3265
1000000000 1 3266
1000000000 1 3267
1000000000 1 3268
1000000000 1 3269
1000000000 1 3270
1000000000 1 3271
1000000000 1 3272
1000000000 1 3273
1000000000 1 3274
1000000000 1 3275
1000000000 1 3276
1000000000 1 3277
1000000000 1 3278
1000000000 1 3279
1000000000 1 3280
1000000000 1 3281
1000000000 1 3282
1000000000 1 3283
1000000000 1 3284
1000000000 1 3285
1000000000 1 3286
1000000000 1 3287
1000000000 1 3288
1000000000 1 3289
1000000000 1 3290
1000000000 1 3291
1000000000 1 3292
1000000000 1 3293
1000000000 1 3294
1000000000 1 3295
1000000000 1 3296
1000000000 1 3297
1000000000 1 3298
1000000000 1 3299
1000000000 1 3300
1000000000 1 3301
1000000000 1 3302
1000000000 1 3303
1000000000 1 3304
1000000000 1 3305
1000000000 1 3306
1000000000 1 3307
1000000000 1 3308
1000000000 1 3309
1000000000 1 3310
1000000000 1 3311
1000000000 1 3312
1000000000 1 3313
1000000000 1 3314
1000000000 1 3315
1000000000 1 3316
1000000000 1 3317
1000000000 1 3318
1000000000 1 3319
1000000000 1 3320
1000000000 1 3321
1000000000 1 3322
1000000000 1 3323
1000000000 1 3324
1000000000 1 3325
1000000000 1 3326
1000000000 1 3327
1000000000 1 3328
1000000000 1 3329
1000000000 1 3330
1000000000 1 3331
1000000000 1 3332
1000000000 1 3333
1000000000 1 3334
1000000000 1 3335
1000000000 1 3336
1000000000 1 3337
1000000000 1 3338
1000000000 1 3339
1000000000 1 3340
1000000000 1 3341
1000000000 1 3342
1000000000 1 3343
1000000000 1 3344
1000000000 1 3345
1000000000 1 3346
1000000000 1 3347
1000000000 1 3348
1000000000 1 3349
1000000000 1 3350
1000000000 1 3351
1000000000 1 3352
1000000000 1 3353
1000000000 1 3354
1000000000 1 3355
1000000000 1 3356
1000000000 1 3357
1000000000 1 3358
1000000000 1 3359
1000000000 1 3360
1000000000 1 3361
1000000000 1 3362
1000000000 1 3363
1000000000 1 3364
1000000000 1 3365
1000000000 1 3366
1000000000 1 3367
1000000000 1 3368
1000000000 1 3369
1000000000 1 3370
1000000000 1 3371
1000000000 1 3372
1000000000 1 3373
1000000000 1 3374
1000000000 1 3375
1000000000 1 3376
1000000000 1 3377
1000000000 1 3378
1000000000 1 3379
1000000000 1 3380
1000000000 1 3381
1000000000 1 3382
1000000000 1 3383
1000000000 1 3384
1000000000 1 3385
1000000000 1 3386
1000000000 1 3387
1000000000 1 3388
1000000000 1 3389
1000000000 1 3390
1000000000 1 3391
1000000000 1 3392
1000000000 1 3393
1000000000 1 3394
1000000000 1 3395
1000000000 1 3396
1000000000 1 3397
1000000000 1 3398
1000000000 1 3399
1000000000 1 3400
1000000000 1 3401
1000000000 1 3402
1000000000 1 3403
1000000000 1 3404
1000000000 1 3405
1000000000 1 3406
1000000000 1 3407
1000000000 1 3408
1000000000 1 3409
1000000000 1 3410
1000000000 1 3411
1000000000 1 3412
1000000000 1 3413
1000000000 1 3414
1000000000 1 3415
1000000000 1 3416
1000000000 1 3417
1000000000 1 3418
1000000000 1 3419
1000000000 1 3420
1000000000 1 3421
1000000000 1 3422
1000000000 1 3423
1000000000 1 3424
1000000000 1 3425
1000000000 1 3426
1000000000 1 3427
1000000000 1 3428
1000000000 1 3429
1000000000 1 3430
1000000000 1 3431
1000000000 1 3432
1000000000 1 3433
1000000000 1 3434
1000000000 1 3435
1000000000 1 3436
1000000000 1 3437
1000000000 1 3438
1000000000 1 3439
1000000000 1 3440
1000000000 1 3441
1000000000 1 3442
1000000000 1 3443
1000000000 1 3444
1000000000 1 3445
1000000000 1 3446
1000000000 1 3447
1000000000 1 3448
1000000000 1 3449
1000000000 1 3450
1000000000 1 3451
1000000000 1 3452
1000000000 1 3453
1000000000 1 3454
1000000000 1 3455
1000000000 1 3456
1000000000 1 3457
1000000000 1 3458
1000000000 1 3459
1000000000 1 3460
1000000000 1 3461
1000000000 1 3462
1000000000 1 3463
1000000000 1 3464
1000000000 1 3465
1000000000 1 3466
1000000000 1 3467
1000000000 1 3468
1000000000 1 3469
1000000000 1 3470
1000000000 1 3471
1000000000 1 3472
1000000000 1 3473
1000000000 1 3474
1000000000 1 3475
1000000000 1 3476
1000000000 1 3477
1000000000 1 3478
1000000000 1 3479
1000000000 1 3480
1000000000 1 3481
1000000000 1 3482
1000000000 1 3483
1000000000 1 3484
1000000000 1 3485
1000000000 1 3486
1000000000 1 3487
1000000000 1 3488
1000000000 1 3489
1000000000 1 3490
1000000000 1 3491
1000000000 1 3492
1000000000 1 3493
1000000000 1 3494
1000000000 1 3495
1000000000 1 3496
1000000000 1 3497
1000000000 1 3498
1000000000 1 3499
1000000000 1 3500
1000000000 1 3501
1000000000 1 3502
1000000000 1 3503
1000000000 1 3504
1000000000 1 3505
1000000000 1 3506
1000000000 1 3507
1000000000 1 3508
1000000000 1 3509
1000000000 1 3510
1000000000 1 3511
1000000000 1 3512
1000000000 1 3513
1000000000 1 3514
1000000000 1 3515
1000000000 1 3516
1000000000 1 3517
1000000000 1 3518
1000000000 1 3519
1000000000 1 3520
1000000000 1 3521
1000000000 1 3522
1000000000 1 3523
1000000000 1 3524
1000000000 1 3525
1000000000 1 3526
1000000000 1 3527
1000000000 1 3528
1000000000 1 3529
1000000000 1 3530
1000000000 1 3531
1000000000 1 3532
1000000000 1 3533
1000000000 1 3534
1000000000 1 3535
1000000000 1 3536
1000000000 1 3537
1000000000 1 3538
1000000000 1 3539
1000000000 1 3540
1000000000 1 3541
1000000000 1 3542
1000000000 1 3543
1000000000 1 3544
1000000000 1 3545
1000000000 1 3546
1000000000 1 3547
1000000000 1 3548
1000000000 1 3549
1000000000 1 3550
1000000000 1 3551
1000000000 1 3552
1000000000 1 3553
1000000000 1 3554
1000000000 1 3555
1000000000 1 3556
1000000000 1 3557
1000000000 1 3558
1000000000 1 3559
1000000000 1 3560
1000000000 1 3561
1000000000 1 3562
1000000000 1 3563
1000000000 1 3564
1000000000 1 3565
1000000000 1 3566
1000000000 1 3567
1000000000 1 3568
1000000000 1 3569
1000000000 1 3570
1000000000 1 3571
1000000000 1 3572
1000000000 1 3573
1000000000 1 3574
1000000000 1 3575
1000000000 1 3576
1000000000 1 3577
1000000000 1 3578
1000000000 1 3579
1000000000 1 3580
1000000000 1 3581
1000000000 1 3582
1000000000 1 3583
1000000000 1 3584
1000000000 1 3585
1000000000 1 3586
1000000000 1 3587
1000000000 1 3588
1000000000 1 3589
1000000000 1 3590
1000000000 1 3591
1000000000 1 3592
1000000000 1 3593
1000000000 1 3594
1000000000 1 3595
1000000000 1 3596
1000000000 1 3597
1000000000 1 3598
1000000000 1 3599
1000000000 1 3600
1000000000 1 3601
1000000000 1 3602
1000000000 1 3603
1000000000 1 3604
1000000000 1 3605
1000000000 1 3606
1000000000 1 3607
1000000000 1 3608
1000000000 1 3609
1000000000 1 3610
1000000000 1 3611
1000000000 1 3612
1000000000 1 3613
1000000000 1 3614
1000000000 1 3615
1000000000 1 3616
1000000000 1 3617
1000000000 1 3618
1000000000 1 3619
1000000000 1 3620
1000000000 1 3621
1000000000 1 3622
1000000000 1 3623
1000000000 1 3624
1000000000 1 3625
1000000000 1 3626
1000000000 1 3627
1000000000 1 3628
1000000000 1 3629
1000000000 1 3630
1000000000 1 3631
1000000000 1 3632
1000000000 1 3633
1000000000 1 3634
1000000000 1 3635
1000000000 1 3636
1000000000 1 3637
1000000000 1 3638
1000000000 1 3639
1000000000 1 3640
1000000000 1 3641
1000000000 1 3642
1000000000 1 3643
1000000000 1 3644
1000000000 1 3645
1000000000 1 3646
1000000000 1 3647
1000000000 1 3648
1000000000 1 3649
1000000000 1 3650
1000000000 1 3651
1000000000 1 3652
1000000000 1 3653
1000000000 1 3654
1000000000 1 3655
1000000000 1 3656
1000000000 1 3657
1000000000 1 3658
1000000000 1 3659
1000000000 1 3660
1000000000 1 3661
1000000000 1 3662
1000000000 1 3663
1000000000 1 3664
1000000000 1 3665
1000000000 1 3666
1000000000 1 3667
1000000000 1 3668
1000000000 1 3669
1000000000 1 3670
1000000000 1 3671
1000000000 1 3672
1000000000 1 3673
1000000000 1 3674
1000000000 1 3675
1000000000 1 3676
1000000000 1 3677
1000000000 1 3678
1000000000 1 3679
1000000000 1 3680
1000000000 1 3681
1000000000 1 3682
1000000000 1 3683
1000000000 1 3684
1000000000 1 3685
1000000000 1 3686
1000000000 1 3687
1000000000 1 3688
1000000000 1 3689
1000000000 1 3690
1000000000 1 3691
1000000000 1 3692
1000000000 1 3693
1000000000 1 3694
1000000000 1 3695
1000000000 1 3696
1000000000 1 3697
1000000000 1 3698
1000000000 1 3699
1000000000 1 3700
1000000000 1 3701
1000000000 1 3702
1000000000 1 3703
1000000000 1 3704
1000000000 1 3705
1000000000 1 3706
1000000000 1 3707
1000000000 1 3708
1000000000 1 3709
1000000000 1 3710
1000000000 1 3711
1000000000 1 3712
1000000000 1 3713
1000000000 1 3714
1000000000 1 3715
1000000000 1 3716
1000000000 1 3717
1000000000 1 3718
1000000000 1 3719
1000000000 1 3720
1000000000 1 3721
1000000000 1 3722
1000000000 1 3723
1000000000 1 3724
1000000000 1 3725
1000000000 1 3726
1000000000 1 3727
1000000000 1 3728
1000000000 1 3729
1000000000 1 3730
1000000000 1 3731
1000000000 1 3732
1000000000 1 3733
1000000000 1 3734
1000000000 1 3735
1000000000 1 3736
1000000000 1 3737
1000000000 1 3738
1000000000 1 3739
1000000000 1 3740
1000000000 1 3741
1000000000 1 3742
1000000000 1 3743
1000000000 1 3744
1000000000 1 3745
1000000000 1 3746
1000000000 1 3747
1000000000 1 3748
1000000000 1 3749
1000000000 1 3750
1000000000 1 3751
1000000000 1 3752
1000000000 1 3753
1000000000 1 3754
1000000000 1 3755
1000000000 1 3756
1000000000 1 3757
1000000000 1 3758
1000000000 1 3759
1000000000 1 3760
1000000000 1 3761
1000000000 1 3762
1000000000 1 3763
1000000000 1 3764
1000000000 1 3765
1000000000 1 3766
1000000000 1 3767
1000000000 1 3768
1000000000 1 3769
1000000000 1 3770
1000000000 1 3771
1000000000 1 3772
1000000000 1 3773
1000000000 1 3774
1000000000 1 3775
1000000000 1 3776
1000000000 1 3777
1000000000 1 3778
1000000000 1 3779
1000000000 1 3780
1000000000 1 3781
1000000000 1 3782
1000000000 1 3783
1000000000 1 3784
1000000000 1 3785
1000000000 1 3786
1000000000 1 3787
1000000000 1 3788
1000000000 1 3789
1000000000 1 3790
1000000000 1 3791
1000000000 1 3792
1000000000 1 3793
1000000000 1 3794
1000000000 1 3795
1000000000 1 3796
1000000000 1 3797
1000000000 1 3798
1000000000 1 3799
1000000000 1 3800
1000000000 1 3801
1000000000 1 3802
1000000000 1 3803
1000000000 1 3804
1000000000 1 3805
1000000000 1 3806
1000000000 1 3807
1000000000 1 3808
1000000000 1 3809
1000000000 1 3810
1000000000 1 3811
1000000000 1 3812
1000000000 1 3813
1000000000 1 3814
1000000000 1 3815
1000000000 1 3816
1000000000 1 3817
1000000000 1 3818
1000000000 1 3819
1000000000 1 3820
1000000000 1 3821
1000000000 1 3822
1000000000 1 3823
1000000000 1 3824
1000000000 1 3825
1000000000 1 3826
1000000000 1 3827
1000000000 1 3828
1000000000 1 3829
1000000000 1 3830
1000000000 1 3831
1000000000 1 3832
1000000000 1 3833
1000000000 1 3834
1000000000 1 3835
1000000000 1 3836
1000000000 1 3837
1000000000 1 3838
1000000000 1 3839
1000000000 1 3840
1000000000 1 3841
1000000000 1 3842
1000000000 1 3843
1000000000 1 3844
1000000000 1 3845
1000000000 1 3846
1000000000 1 3847
1000000000 1 3848
1000000000 1 3849
1000000000 1 3850
1000000000 1 3851
1000000000 1 3852
1000000000 1 3853
1000000000 1 3854
1000000000 1 3855
1000000000 1 3856
1000000000 1 3857
1000000000 1 3858
1000000000 1 3859
1000000000 1 3860
1000000000 1 3861
1000000000 1 3862
1000000000 1 3863
1000000000 1 3864
1000000000 1 3865
1000000000 1 3866
1000000000 1 3867
1000000000 1 3868
1000000000 1 3869
1000000000 1 3870
1000000000 1 3871
1000000000 1 3872
1000000000 1 3873
1000000000 1 3874
1000000000 1 3875
1000000000 1 3876
1000000000 1 3877
1000000000 1 3878
1000000000 1 3879
1000000000 1 3880
1000000000 1 3881
1000000000 1 3882
1000000000 1 3883
1000000000 1 3884
1000000000 1 3885
1000000000 1 3886
1000000000 1 3887
1000000000 1 3888
1000000000 1 3889
1000000000 1 3890
1000000000 1 3891
1000000000 1 3892
1000000000 1 3893
1000000000 1 3894
1000000000 1 3895
1000000000 1 3896
1000000000 1 3897
1000000000 1 3898
1000000000 1 3899
1000000000 1 3900
1000000000 1 3901
1000000000 1 3902
1000000000 1 3903
1000000000 1 3904
1000000000 1 3905
1000000000 1 3906
1000000000 1 3907
1000000000 1 3908
1000000000 1 3909
1000000000 1 3910
1000000000 1 3911
1000000000 1 3912
1000000000 1 3913
1000000000 1 3914
1000000000 1 3915
1000000000 1 3916
1000000000 1 3917
1000000000 1 3918
1000000000 1 3919
1000000000 1 3920
1000000000 1 3921
1000000000 1 3922
1000000000 1 3923
1000000000 1 3924
1000000000 1 3925
1000000000 1 3926
1000000000 1 3927
1000000000 1 3928
1000000000 1 3929
1000000000 1 3930
1000000000 1 3931
1000000000 1 3932
1000000000 1 3933
1000000000 1 3934
1000000000 1 3935
1000000000 1 3936
1000000000 1 3937
1000000000 1 3938
1000000000 1 3939
1000000000 1 3940
1000000000 1 3941
1000000000 1 3942
1000000000 1 3943
1000000000 1 3944
1000000000 1 3945
1000000000 1 3946
1000000000 1 3947
1000000000 1 3948
1000000000 1 3949
1000000000 1 3950
1000000000 1 3951
1000000000 1 3952
1000000000 1 3953
1000000000 1 3954
1000000000 1 3955
1000000000 1 3956
1000000000 1 3957
1000000000 1 3958
1000000000 1 3959
1000000000 1 3960
1000000000 1 3961
1000000000 1 3962
1000000000 1 3963
1000000000 1 3964
1000000000 1 3965
1000000000 1 3966
1000000000 1 3967
1000000000 1 3968
1000000000 1 3969
1000000000 1 3970
1000000000 1 3971
1000000000 1 3972
1000000000 1 3973
1000000000 1 3974
1000000000 1 3975
1000000000 1 3976
1000000000 1 3977
1000000000 1 3978
1000000000 1 3979
1000000000 1 3980
1000000000 1 3981
1000000000 1 3982
1000000000 1 3983
1000000000 1 3984
1000000000 1 3985
1000000000 1 3986
1000000000 1 3987
1000000000 1 3988
1000000000 1 3989
1000000000 1 3990
1000000000 1 3991
1000000000 1 3992
1000000000 1 3993
1000000000 1 3994
1000000000 1 3995
1000000000 1 3996
1000000000 1 3997
1000000000 1 3998
1000000000 1 3999
1000000000 1 4000
1000000000 1 4001
1000000000 1 4002
1000000000 1 4003
1000000000 1 4004
1000000000 1 4005
1000000000 1 4006
1000000000 1 4007
1000000000 1 4008
1000000000 1 4009
1000000000 1 4010
1000000000 1 4011
1000000000 1 4012
1000000000 1 4013
1000000000 1 4014
1000000000 1 4015
1000000000 1 4016
1000000000 1 4017
1000000000 1 4018
1000000000 1 4019
1000000000 1 4020
1000000000 1 4021
1000000000 1 4022
1000000000 1 4023
1000000000 1 4024
1000000000 1 4025
1000000000 1 4026
1000000000 1 4027
1000000000 1 4028
1000000000 1 4029
1000000000 1 4030
1000000000 1 4031
1000000000 1 4032
1000000000 1 4033
1000000000 1 4034
1000000000 1 4035
1000000000 1 4036
1000000000 1 4037
1000000000 1 4038
1000000000 1 4039
1000000000 1 4040
1000000000 1 4041
1000000000 1 4042
1000000000 1 4043
1000000000 1 4044
1000000000 1 4045
1000000000 1 4046
1000000000 1 4047
1000000000 1 4048
1000000000 1 4049
1000000000 1 4050
1000000000 1 4051
1000000000 1 4052
1000000000 1 4053
1000000000 1 4054
1000000000 1 4055
1000000000 1 4056
1000000000 1 4057
1000000000 1 4058
1000000000 1 4059
1000000000 1 4060
1000000000 1 4061
1000000000 1 4062
1000000000 1 4063
1000000000 1 4064
1000000000 1 4065
1000000000 1 4066
1000000000 1 4067
1000000000 1 4068
1000000000 1 4069
1000000000 1 4070
1000000000 1 4071
1000000000 1 4072
1000000000 1 4073
1000000000 1 4074
1000000000 1 4075
1000000000 1 4076
1000000000 1 4077
1000000000 1 4078
1000000000 1 4079
1000000000 1 4080
1000000000 1 4081
1000000000 1 4082
1000000000 1 4083
1000000000 1 4084
1000000000 1 4085
1000000000 1 4086
1000000000 1 4087
1000000000 1 4088
1000000000 1 4089
1000000000 1 4090
1000000000 1 4091
1000000000 1 4092
1000000000 1 4093
1000000000 1 4094
1000000000 1 4095
1000000000 1 4096
1000000000 1 4097
1000000000 1 4098
1000000000 1 4099
1000000000 1 4100
1000000000 1 4101
1000000000 1 4102
1000000000 1 4103
1000000000 1 4104
1000000000 1 4105
1000000000 1 4106
1000000000 1 4107
1000000000 1 4108
1000000000 1 4109
1000000000 1 4110
1000000000 1 4111
1000000000 1 4112
1000000000 1 4113
1000000000 1 4114
1000000000 1 4115
1000000000 1 4116
1000000000 1 4117
1000000000 1 4118
1000000000 1 4119
1000000000 1 4120
1000000000 1 4121
1000000000 1 4122
1000000000 1 4123
1000000000 1 4124
1000000000 1 4125
1000000000 1 4126
1000000000 1 4127
1000000000 1 4128
1000000000 1 4129
1000000000 1 4130
1000000000 1 4131
1000000000 1 4132
1000000000 1 4133
1000000000 1 4134
1000000000 1 4135
1000000000 1 4136
1000000000 1 4137
1000000000 1 4138
1000000000 1 4139
1000000000 1 4140
1000000000 1 4141
1000000000 1 4142
1000000000 1 4143
1000000000 1 4144
1000000000 1 4145
1000000000 1 4146
1000000000 1 4147
1000000000 1 4148
1000000000 1 4149
1000000000 1 4150
1000000000 1 4151
1000000000 1 4152
1000000000 1 4153
1000000000 1 4154
1000000000 1 4155
1000000000 1 4156
1000000000 1 4157
1000000000 1 4158
1000000000 1 4159
1000000000 1 4160
1000000000 1 4161
1000000000 1 4162
1000000000 1 4163
1000000000 1 4164
1000000000 1 4165
1000000000 1 4166
1000000000 1 4167
1000000000 1 4168
1000000000 1 4169
1000000000 1 4170
1000000000 1 4171
1000000000 1 4172
1000000000 1 4173
1000000000 1 4174
1000000000 1 4175
1000000000 1 4176
1000000000 1 4177
1000000000 1 4178
1000000000 1 4179
1000000000 1 4180
1000000000 1 4181
1000000000 1 4182
1000000000 1 4183
1000000000 1 4184
1000000000 1 4185
1000000000 1 4186
1000000000 1 4187
1000000000 1 4188
1000000000 1 4189
1000000000 1 4190
1000000000 1 4191
1000000000 1 4192
1000000000 1 4193
1000000000 1 4194
1000000000 1 4195
1000000000 1 4196
1000000000 1 4197
1000000000 1 4198
1000000000 1 4199
1000000000 1 4200
1000000000 1 4201
1000000000 1 4202
1000000000 1 4203
1000000000 1 4204
1000000000 1 4205
1000000000 1 4206
1000000000 1 4207
1000000000 1 4208
1000000000 1 4209
1000000000 1 4210
1000000000 1 4211
1000000000 1 4212
1000000000 1 4213
1000000000 1 4214
1000000000 1 4215
1000000000 1 4216
1000000000 1 4217
1000000000 1 4218
1000000000 1 4219
1000000000 1 4220
1000000000 1 4221
1000000000 1 4222
1000000000 1 4223
1000000000 1 4224
1000000000 1 4225
1000000000 1 4226
1000000000 1 4227
1000000000 1 4228
1000000000 1 4229
1000000000 1 4230
1000000000 1 4231
1000000000 1 4232
1000000000 1 4233
1000000000 1 4234
1000000000 1 4235
1000000000 1 4236
1000000000 1 4237
1000000000 1 4238
1000000000 1 4239
1000000000 1 4240
1000000000 1 4241
1000000000 1 4242
1000000000 1 4243
1000000000 1 4244
1000000000 1 4245
1000000000 1 4246
1000000000 1 4247
1000000000 1 4248
1000000000 1 4249
1000000000 1 4250
1000000000 1 4251
1000000000 1 4252
1000000000 1 4253
1000000000 1 4254
1000000000 1 4255
1000000000 1 4256
1000000000 1 4257
1000000000 1 4258
1000000000 1 4259
1000000000 1 4260
1000000000 1 4261
1000000000 1 4262
1000000000 1 4263
1000000000 1 4264
1000000000 1 4265
1000000000 1 4266
1000000000 1 4267
1000000000 1 4268
1000000000 1 4269
1000000000 1 4270
1000000000 1 4271
1000000000 1 4272
1000000000 1 4273
1000000000 1 4274
1000000000 1 4275
1000000000 1 4276
1000000000 1 4277
1000000000 1 4278
1000000000 1 4279
1000000000 1 4280
1000000000 1 4281
1000000000 1 4282
1000000000 1 4283
1000000000 1 4284
1000000000 1 4285
1000000000 1 4286
1000000000 1 4287
1000000000 1 4288
1000000000 1 4289
1000000000 1 4290
1000000000 1 4291
1000000000 1 4292
1000000000 1 4293
1000000000 1 4294
1000000000 1 4295
1000000000 1 4296
1000000000 1 4297
1000000000 1 4298
1000000000 1 4299
1000000000 1 4300
1000000000 1 4301
1000000000 1 4302
1000000000 1 4303
1000000000 1 4304
1000000000 1 4305
1000000000 1 4306
1000000000 1 4307
1000000000 1 4308
1000000000 1 4309
1000000000 1 4310
1000000000 1 4311
1000000000 1 4312
1000000000 1 4313
1000000000 1 4314
1000000000 1 4315
1000000000 1 4316
1000000000 1 4317
1000000000 1 4318
1000000000 1 4319
1000000000 1 4320
1000000000 1 4321
1000000000 1 4322
1000000000 1 4323
1000000000 1 4324
1000000000 1 4325
1000000000 1 4326
1000000000 1 4327
1000000000 1 4328
1000000000 1 4329
1000000000 1 4330
1000000000 1 4331
1000000000 1 4332
1000000000 1 4333
1000000000 1 4334
1000000000 1 4335
1000000000 1 4336
1000000000 1 4337
1000000000 1 4338
1000000000 1 4339
1000000000 1 4340
1000000000 1 4341
1000000000 1 4342
1000000000 1 4343
1000000000 1 4344
1000000000 1 4345
1000000000 1 4346
1000000000 1 4347
1000000000 1 4348
1000000000 1 4349
1000000000 1 4350
1000000000 1 4351
1000000000 1 4352
1000000000 1 4353
1000000000 1 4354
1000000000 1 4355
1000000000 1 4356
1000000000 1 4357
1000000000 1 4358
1000000000 1 4359
1000000000 1 4360
1000000000 1 4361
1000000000 1 4362
1000000000 1 4363
1000000000 1 4364
1000000000 1 4365
1000000000 1 4366
1000000000 1 4367
1000000000 1 4368
1000000000 1 4369
1000000000 1 4370
1000000000 1 4371
1000000000 1 4372
1000000000 1 4373
1000000000 1 4374
1000000000 1 4375
1000000000 1 4376
1000000000 1 4377
1000000000 1 4378
1000000000 1 4379
1000000000 1 4380
1000000000 1 4381
1000000000 1 4382
1000000000 1 4383
1000000000 1 4384
1000000000 1 4385
1000000000 1 4386
1000000000 1 4387
1000000000 1 4388
1000000000 1 4389
1000000000 1 4390
1000000000 1 4391
1000000000 1 4392
1000000000 1 4393
1000000000 1 4394
1000000000 1 4395
1000000000 1 4396
1000000000 1 4397
1000000000 1 4398
1000000000 1 4399
1000000000 1 4400
1000000000 1 4401
1000000000 1 4402
1000000000 1 4403
1000000000 1 4404
1000000000 1 4405
1000000000 1 4406
1000000000 1 4407
1000000000 1 4408
1000000000 1 4409
1000000000 1 4410
1000000000 1 4411
1000000000 1 4412
1000000000 1 4413
1000000000 1 4414
1000000000 1 4415
1000000000 1 4416
1000000000 1 4417
1000000000 1 4418
1000000000 1 4419
1000000000 1 4420
1000000000 1 4421
1000000000 1 4422
1000000000 1 4423
1000000000 1 4424
1000000000 1 4425
1000000000 1 4426
1000000000 1 4427
1000000000 1 4428
1000000000 1 4429
1000000000 1 4430
1000000000 1 4431
1000000000 1 4432
1000000000 1 4433
1000000000 1 4434
1000000000 1 4435
1000000000 1 4436
1000000000 1 4437
1000000000 1 4438
1000000000 1 4439
1000000000 1 4440
1000000000 1 4441
1000000000 1 4442
1000000000 1 4443
1000000000 1 4444
1000000000 1 4445
1000000000 1 4446
1000000000 1 4447
1000000000 1 4448
1000000000 1 4449
1000000000 1 4450
1000000000 1 4451
1000000000 1 4452
1000000000 1 4453
1000000000 1 4454
1000000000 1 4455
1000000000 1 4456
1000000000 1 4457
1000000000 1 4458
1000000000 1 4459
1000000000 1 4460
1000000000 1 4461
1000000000 1 4462
1000000000 1 4463
1000000000 1 4464
1000000000 1 4465
1000000000 1 4466
1000000000 1 4467
1000000000 1 4468
1000000000 1 4469
1000000000 1 4470
1000000000 1 4471
1000000000 1 4472
1000000000 1 4473
1000000000 1 4474
1000000000 1 4475
1000000000 1 4476
1000000000 1 4477
1000000000 1 4478
1000000000 1 4479
1000000000 1 4480
1000000000 1 4481
1000000000 1 4482
1000000000 1 4483
1000000000 1 4484
1000000000 1 4485
1000000000 1 4486
1000000000 1 4487
1000000000 1 4488
1000000000 1 4489
1000000000 1 4490
1000000000 1 4491
1000000000 1 4492
1000000000 1 4493
1000000000 1 4494
1000000000 1 4495
1000000000 1 4496
1000000000 1 4497
1000000000 1 4498
1000000000 1 4499
1000000000 1 4500
1000000000 1 4501
1000000000 1 4502
1000000000 1 4503
1000000000 1 4504
1000000000 1 4505
1000000000 1 4506
1000000000 1 4507
1000000000 1 4508
1000000000 1 4509
1000000000 1 4510
1000000000 1 4511
1000000000 1 4512
1000000000 1 4513
1000000000 1 4514
1000000000 1 4515
1000000000 1 4516
1000000000 1 4517
1000000000 1 4518
1000000000 1 4519
1000000000 1 4520
1000000000 1 4521
1000000000 1 4522
1000000000 1 4523
1000000000 1 4524
1000000000 1 4525
1000000000 1 4526
1000000000 1 4527
1000000000 1 4528
1000000000 1 4529
1000000000 1 4530
1000000000 1 4531
1000000000 1 4532
1000000000 1 4533
1000000000 1 4534
1000000000 1 4535
1000000000 1 4536
1000000000 1 4537
1000000000 1 4538
1000000000 1 4539
1000000000 1 4540
1000000000 1 4541
1000000000 1 4542
1000000000 1 4543
1000000000 1 4544
1000000000 1 4545
1000000000 1 4546
